platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Gb,Europe,en,Gaming,#Relatable,When your friend is Beginners,LinaOfficial,licensed,8bit loop,23,48,814316,84907,8002,7920,14691,0.141861,stable,Open Web Samples,storytime,Android,4,Comedy,4,Short,203579,1905,0.009827,0.009726,0.018041,44.547219,Friday,Night,SummerBreak,"comedy, funny, relatable",Thanks for this!,93663.5,Mid,Summer,6/6/2025,2025-06,If Beginners was honest ðŸ˜‚,25,1,40.4,0.842,iPhone,ForYou,1,5ff7f6dfff70a9d622d7408bf217901e,115520,0.104268,0.002339,141.861,0.1042678763526689,0.009826652,0.009725954
TikTok,Sa,Asia,ar,Fitness,#Relatable,POV: 2025,CookingWithNoor,trending,HIIT drums,23,70,1547678,82392,8667,6898,17355,0.074506,seasonal,Public Reports,text-to-speech,iOS,7,Comedy,11,Medium,140698,2922,0.0056,0.004457,0.011214,28.187479,Saturday,Morning,SummerBreak,"comedy, funny, relatable, sketch",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,113141.1,Mid,Summer,6/7/2025,2025-06,If Beginners was honest âœ¨,25,1,50.4,0.72,Samsung,ForYou,1,510fec9b19dfa0d9f37f7b5a66bfb279,115312,0.053236,0.001888,74.506,0.05323588,0.005600002,0.004456999
YouTube,Ma,Africa,ar,Comedy,#Wanderlust,Street Food Tour in Dubai,SofiaShorts,licensed,Clap beat,23,29,701401,24481,1947,1919,1790,0.042967,seasonal,TikTok Creative Center,meme template,Android,8,Travel,52,Evergreen,13488.48,628,0.002776,0.002736,0.002552,38.920509,Saturday,Morning,SummerBreak,"hidden gems, travel, guide, food tour",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,78433.1,Mid,Summer,6/7/2025,2025-06,24 Hours in Istanbul,20,0,17.1,0.59,Oppo,Home,1,200a55af5841d56e3029b28d76bd222f,30137,0.034903,0.000895,42.967,0.034903001,0.002775873,0.002735953
TikTok,Nl,Europe,nl,Travel,#FYP,Best Settings for GTA V,YukiPro,trending,Waves & bells,23,27,536109,33316,4068,3959,2176,0.081176,seasonal,TikTok Creative Center,fast captions,Android,6,Gaming,47,Evergreen,11406.57,1406,0.007588,0.007385,0.004059,23.678749,Monday,Morning,Regular,"gaming, valorant, fps, esports",So underrated!,80382.1,Mid,Fall,6/2/2025,2025-06,Pro Tips for Valorant in 60s,28,0,15.6,0.578,Pixel,External,0,f8f98108fbdf2a512f432ca8d723a57e,43519,0.062144,0.002623,81.176,0.062144079,0.007588009,0.007384692
YouTube,Ru,Europe,ru,Education,#GRWM,Makeup basics you need,SaraVlogs,original,Calm piano,23,44,645514,17376,1700,1594,1087,0.033705,declining,TikTok Creative Center,fast captions,iOS,22,Beauty,51,Evergreen,12657.14,2557,0.002634,0.002469,0.001684,6.792807,Friday,Evening,SummerBreak,"grwm, makeup, tips, beauty, skincare",Instant like!,95201.4,Mid,Summer,6/6/2025,2025-06,GRWM â€” Evening Look âœ¨,21,1,20,0.455,Samsung,Suggested,1,821a241ef89b830c7a4ae228d2fafbc6,21757,0.026918,0.003961,33.705,0.026918084,0.00263356,0.00246935
TikTok,Ar,South America,es,Pets,#Cover,I flipped this sample,DanceWithOmar,trending,Purr loop,23,20,629409,43502,6118,5143,2882,0.091586,seasonal,Open Web Samples,jumpcut edits,Android,10,Music,5,Short,125881.8,812,0.00972,0.008171,0.004579,53.507995,Thursday,Morning,Regular,"music, beat, cover, song",Gracias por compartir,101492.8,Mid,Spring,6/5/2025,2025-06,I flipped this sample ðŸ”,23,1,13,0.65,Samsung,Search,0,5b1f7cbb112207f8ffbc5055df459a01,57645,0.069116,0.00129,91.586,0.069115631,0.00972023,0.008171157
TikTok,Us,North America,en,Education,#GRWM,How to style Productivity,GamingWithOlivia,trending,Soft focus,23,44,612773,30597,3834,2454,3544,0.065977,stable,Public Reports,storytime,Android,16,Fashion,3,Short,204257.67,862,0.006257,0.004005,0.005784,35.454229,Sunday,Afternoon,Regular,"fashion, style, grwm",Instant like!,150203.4,Mid,Fall,6/8/2025,2025-06,GRWM: Summer Edition,20,0,27.6,0.627,Samsung,ForYou,1,43de91889c635cdc5a4decb215f49f5d,40429,0.049932,0.001407,65.977,0.04993203,0.006256803,0.004004746
TikTok,Co,South America,es,Education,#Travel,24 Hours in Cairo,NoorTV,original,Chalkboard beat,23,31,599637,40924,4740,3989,2806,0.087485,declining,TikTok Creative Center,facecam,iOS,21,Travel,15,Medium,39975.8,270,0.007905,0.006652,0.004679,151.01107,Monday,Evening,SummerBreak,"guide, travel, vlog",Gracias por compartir,115022.7,Mid,Summer,6/2/2025,2025-06,Hidden Gems of Paris,20,0,23,0.742,iPhone,Following,0,d91df0e7b1b35c1e00e0b7e54ecc1e4b,52459,0.068248,0.00045,87.485,0.068247957,0.007904782,0.006652358
TikTok,Ru,Europe,ru,Fitness,#DogTok,Weekly Reset â€” Budget,MrLeila,trending,Hype trap,23,13,582878,33257,3812,3312,2125,0.072924,stable,TikTok Creative Center,facecam,Android,16,Pets,21,Medium,27756.1,1520,0.00654,0.005682,0.003646,21.86522,Saturday,Afternoon,Regular,"dogs, pets, cute, cats",Canâ€™t stop watching ðŸ˜‚,119732.9,Mid,Winter,6/7/2025,2025-06,My cat did this ðŸ˜‚ ðŸ–ï¸,20,1,8.3,0.638,Oppo,External,1,53c0330cb7b9c9d6e56a08a1b038afa6,42506,0.057057,0.002608,72.924,0.057056537,0.006539962,0.00568215
YouTube,Gb,Europe,en,Fashion,#FYP,New Patch Tips for Minecraft,Youssef,licensed,Pop groove,23,42,837077,30079,3652,2623,4066,0.048287,stable,TikTok Creative Center,text-to-speech,iOS,6,Gaming,5,Short,167415.4,1957,0.004363,0.003134,0.004857,15.362104,Saturday,Morning,SummerBreak,"clips, fps, esports",Canâ€™t stop watching ðŸ˜‚,118319.2,Mid,Summer,6/7/2025,2025-06,Pro Tips for Valorant in 60s ðŸ“±,30,1,29.4,0.7,iPhone,Suggested,1,b78afe551899f738f36c3657d6d3965a,40420,0.035933,0.002338,48.287,0.035933373,0.004362801,0.003133523
YouTube,Ph,Asia,tl,DIY,#CatTok,Weekly Reset â€” College,FatmaShorts,original,Toolbox clack,23,48,1128742,57492,3449,4754,3457,0.061265,declining,TikTok Creative Center,storytime,Android,14,Pets,57,Evergreen,19802.49,6888,0.003056,0.004212,0.003063,8.345478,Wednesday,Afternoon,Regular,"cats, cute, pets, dogs",This is fire ðŸ”¥,107322.2,Mid,Fall,6/4/2025,2025-06,Cutest moments today,20,0,24,0.5,Samsung,Search,0,7c82ec6e03af41cdd2fd0d2f6d2d05c6,69152,0.050935,0.006102,61.265,0.05093458,0.003055614,0.004211768
TikTok,Ae,Asia,ar,Fashion,#FYP,Skincare routine for Productivity,DrNoor,original,Runway loop,23,23,1832116,117648,11810,10728,11887,0.083004,declining,Public Reports,meme template,Android,18,Beauty,18,Medium,101784.22,1870,0.006446,0.005856,0.006488,62.879743,Monday,Evening,Ramadan,"skincare, grwm, makeup, tips, beauty",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,102647.6,Mid,Spring,6/2/2025,2025-06,GRWM â€” Bold Look âœ¨ ðŸ˜‚,20,1,16.8,0.73,Samsung,ForYou,0,0172aef80919016c1544f0cf2d9f248b,152073,0.064214,0.001021,83.004,0.064214275,0.006446098,0.005855524
TikTok,Es,Europe,es,Tech,#FYP,Street Food Tour in Dubai,TravelByLucas,trending,Futurist pad,23,23,1657524,74228,7167,7375,11169,0.060294,stable,TikTok Creative Center,split-screen,iOS,18,Travel,6,Short,276254,3274,0.004324,0.004449,0.006738,22.665038,Wednesday,Evening,Regular,"hidden gems, food tour, travel, vlog, guide",No puedo parar de mirar ðŸ˜‚,141736.2,Mid,Spring,6/4/2025,2025-06,Hidden Gems of Istanbul,23,0,17,0.739,Oppo,ForYou,0,a265fa775f83102d7ae8a76120198e78,99939,0.044782,0.001975,60.294,0.044782459,0.004323919,0.004449408
TikTok,Id,Asia,id,Fitness,#CatTok,Night Routine â€” 2025,JiwooChannel,trending,HIIT drums,23,42,524907,52788,5274,4477,3291,0.125413,rising,TikTok Creative Center,fast captions,Android,11,Pets,19,Medium,27626.68,907,0.010047,0.008529,0.00627,58.136564,Friday,Morning,SummerBreak,"cute, pets, dogs",Canâ€™t stop watching ðŸ˜‚,99969.1,Mid,Summer,6/6/2025,2025-06,My cat did this ðŸ˜‚ ðŸŽ¯,19,1,26.1,0.621,Huawei,Search,1,e8fb4fcb6196830b11e5c5e9c8aea1ad,65830,0.100566,0.001728,125.413,0.100566386,0.010047494,0.00852913
TikTok,Cn,Asia,zh,Travel,#GameClip,GTA V â€” Insane Highlights!,DrSofia,trending,City stroll,23,24,967377,95016,15845,8208,14816,0.1384,seasonal,TikTok Creative Center,fast captions,Android,16,Gaming,4,Short,241844.25,2322,0.016379,0.008485,0.015316,40.902282,Monday,Afternoon,Regular,"esports, highlights, clips, fps, valorant",Instant like!,100666.5,Mid,Spring,6/2/2025,2025-06,Pro Tips for Valorant in 60s,28,0,13.7,0.571,Samsung,ForYou,0,7c722ce1d6fe85db8230ee7da28c5825,133885,0.09822,0.0024,138.4,0.098220239,0.016379343,0.0084848
TikTok,Ma,Africa,ar,Art,#FYP,Blinding Lights â€” Cover,HassanYT,licensed,Gallery pad,23,15,510551,27144,1836,2445,2567,0.066579,rising,TikTok Creative Center,subtitles,iOS,17,Music,5,Short,102110.2,1175,0.003596,0.004789,0.005028,23.081633,Friday,Evening,BackToSchool,"cover, song, music, beat",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,88981.6,Mid,Fall,6/6/2025,2025-06,I flipped this sample ðŸ–ï¸,24,1,12.5,0.833,Samsung,ForYou,1,644cdc8815ac3964cfe3cd258ec98001,33992,0.053166,0.002301,66.579,0.053166089,0.003596115,0.004788944
YouTube,Ru,Europe,ru,DIY,#StudyWithMe,Weekly Reset â€” Budget,InsideVision,licensed,Woodshop groove,23,30,835212,38072,3276,2873,5012,0.058947,rising,TikTok Creative Center,storytime,Android,18,Education,12,Medium,69601,5123,0.003922,0.00344,0.006001,7.430133,Sunday,Evening,HolidaySeason,"learn, productivity, tips",Instant like!,96533.9,Mid,Winter,6/8/2025,2025-06,How I Take Notes for 2025,25,0,17.2,0.573,Other,Home,1,9100f9b43f497e52297d03f7d1b82e71,49233,0.045584,0.006134,58.947,0.045583636,0.003922357,0.003439845
YouTube,Co,South America,es,Beauty,#FYP,When your friend is College,LeilaOfficial,trending,LoFi makeup beat,23,40,508986,18050,2355,1349,1145,0.044989,rising,Public Reports,text-to-speech,Android,16,Comedy,11,Medium,46271.45,1289,0.004627,0.00265,0.00225,13.992248,Friday,Afternoon,Regular,"comedy, sketch, funny",Gracias por compartir,89929.7,Mid,Winter,6/6/2025,2025-06,POV: Summer,11,0,16.3,0.408,Vivo,Suggested,1,fa185a23eccbc30b54cf0f9a5ab391bb,22899,0.035463,0.002532,44.989,0.035462665,0.004626846,0.002650368
TikTok,Mx,North America,es,Music,#FYP,Stay â€” Cover,LifeOfYoussef,licensed,LoFi loop,23,21,535051,43004,4278,3227,10054,0.113191,rising,TikTok Creative Center,cinematic b-roll,Android,20,Music,16,Medium,33440.69,1364,0.007995,0.006031,0.018791,31.504762,Friday,Evening,Regular,"cover, music, beat",Gracias por compartir,96092.1,Mid,Fall,6/6/2025,2025-06,Underrated artists to hear ðŸ’ª,28,1,10.6,0.505,Samsung,Following,1,de0d3588d868f3c720dec2eff08c1f77,60563,0.080374,0.002549,113.191,0.080373647,0.007995499,0.006031201
TikTok,Co,South America,es,Finance,#Sports,Night Routine â€” Productivity,EmilyVlogs,original,Subtle groove,23,38,501959,41195,5101,4002,4731,0.109628,stable,TikTok Creative Center,emoji overlays,iOS,3,Sports,32,Evergreen,15686.22,1114,0.010162,0.007973,0.009425,36.946188,Monday,Night,Regular,"football, gym, workout, sports",Gracias por compartir,116667.1,Mid,Winter,6/2/2025,2025-06,Speed drills for beginners,26,0,25.5,0.671,iPhone,ForYou,0,39278201f913c1336e01710da5d897f1,55029,0.082068,0.002219,109.628,0.082068456,0.010162185,0.007972763
YouTube,Ae,Asia,ar,Music,#Fashion,Outfits for 2025,FatmaPro,original,Indie beat,23,38,667259,29369,2537,2016,3578,0.0562,seasonal,Open Web Samples,subtitles,Android,21,Fashion,4,Short,166814.75,3133,0.003802,0.003021,0.005362,9.371091,Friday,Evening,Regular,"fashion, ootd, grwm, style",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,115494.9,Mid,Fall,6/6/2025,2025-06,Outfits for Evening,19,0,21.5,0.566,Samsung,Search,1,4377d0a52832c0d653cf791dcee32ccd,37500,0.044014,0.004695,56.2,0.044014393,0.003802122,0.003021316
TikTok,De,Europe,de,Fitness,#FYP,Night Routine â€” Budget,NoorVlogs,trending,HIIT drums,23,37,750897,53450,6397,7162,6189,0.097481,seasonal,TikTok Creative Center,b-roll heavy,Android,23,Pets,7,Short,107271,1059,0.008519,0.009538,0.008242,50.424528,Thursday,Night,SummerBreak,"dogs, cats, cute, pets",So underrated!,101613,Mid,Summer,6/5/2025,2025-06,Dog fails you canâ€™t miss,24,0,22.6,0.611,Xiaomi,ForYou,0,210bd02f1764c5229dfbdedb29043fcc,73198,0.071182,0.00141,97.481,0.071181534,0.008519144,0.009537926
TikTok,Br,South America,pt,Travel,#Tech,My Favorite College Apps,TVDiego,original,City stroll,23,36,667530,52311,3855,5650,9611,0.107002,stable,TikTok Creative Center,facecam,iOS,22,Tech,7,Short,95361.43,1422,0.005775,0.008464,0.014398,36.761068,Monday,Evening,BackToSchool,"tech, tools, ai, tutorial, apps",Canâ€™t stop watching ðŸ˜‚,108068.4,Mid,Fall,6/2/2025,2025-06,My Favorite 2025 Apps ðŸŽ®,23,1,30,0.833,iPhone,Following,0,3ce9a0fd25030bda608eecbd37f782ce,71427,0.078365,0.00213,107.002,0.078365017,0.005775021,0.008464039
YouTube,Ar,South America,es,Fitness,#DogTok,Morning Routine â€” Beginners,CookingWithJiwoo,licensed,HIIT drums,23,35,510893,17938,1816,2002,1145,0.044825,rising,TikTok Creative Center,storytime,Android,22,Pets,34,Evergreen,15026.26,1609,0.003555,0.003919,0.002241,11.141615,Sunday,Evening,Regular,"dogs, cute, pets, cats",Gracias por compartir,95241.7,Mid,Spring,6/8/2025,2025-06,Dog fails you canâ€™t miss âœ¨,26,1,16.8,0.48,Xiaomi,Suggested,1,5bf8c15bce0495eaa511af1b01b3de71,22901,0.035111,0.003149,44.825,0.03511107,0.00355456,0.003918629
YouTube,Ar,South America,es,News,#Beauty,GRWM â€” Summer Look,LifeOfAyaka,original,Ticker bed,23,25,577799,10735,1621,1416,1105,0.025748,declining,Open Web Samples,cinematic b-roll,Android,15,Beauty,15,Medium,38519.93,1268,0.002805,0.002451,0.001912,8.459417,Friday,Afternoon,Regular,"grwm, tips, skincare, makeup",Gracias por compartir,104056.7,Mid,Spring,6/6/2025,2025-06,Makeup Basics You Need,22,0,14.1,0.564,Oppo,Suggested,1,bdf477d9b0ff73c93d58945a103aa961,14877,0.018579,0.002195,25.748,0.018579125,0.002805474,0.002450679
TikTok,Ke,Africa,sw,Fitness,#OOTD,How to style Summer,StudyWithYoussef,original,Cardio loop,23,34,645997,27429,3670,3445,3038,0.058177,declining,Public Reports,subtitles,Android,20,Fashion,3,Short,215332.33,677,0.005681,0.005333,0.004703,40.455752,Thursday,Evening,SummerBreak,"fashion, ootd, style",Instant like!,118634.1,Mid,Summer,6/5/2025,2025-06,Outfits for Office,18,0,28.1,0.826,Oppo,ForYou,0,df251167c696043877cc0c594fb982a0,37582,0.04246,0.001048,58.177,0.04245995,0.005681141,0.005332842
YouTube,De,Europe,de,Fitness,#Relatable,If Beginners was honest,NextVision,trending,Hype trap,23,61,542569,13841,965,1097,2511,0.033939,stable,Open Web Samples,jumpcut edits,iOS,17,Comedy,20,Medium,27128.45,1683,0.001779,0.002022,0.004628,8.219121,Saturday,Evening,Regular,"comedy, relatable, funny",Canâ€™t stop watching ðŸ˜‚,96474.3,Mid,Winter,6/7/2025,2025-06,POV: 2025,9,0,39.7,0.651,Oppo,External,1,9793a2da5c235845d0c510704ff249cf,18414,0.02551,0.003102,33.939,0.025510119,0.001778576,0.002021863
TikTok,Cn,Asia,zh,Fitness,#Foodie,Is Ramen worth the hype?,DiegoVlogs,licensed,Cardio loop,24,51,927450,99950,10031,8689,6245,0.134687,rising,TikTok Creative Center,cinematic b-roll,iOS,15,Food,3,Short,309150,2311,0.010816,0.009369,0.006734,43.230969,Thursday,Afternoon,BackToSchool,"fast, kitchen, food",So underrated!,100207.3,Mid,Fall,6/12/2025,2025-06,Street Ramen Taste Test,23,0,27.6,0.541,iPhone,ForYou,0,105c6ce234a83c96214d31c47a166326,124915,0.107769,0.002492,134.687,0.1077686128632271,0.010815677,0.009368699
TikTok,Ca,North America,en,Travel,#AI,My Favorite Budget Apps,TVAli,trending,Backpack beat,24,23,532956,35054,4927,3205,2273,0.085296,seasonal,TikTok Creative Center,cinematic b-roll,Android,11,Tech,12,Medium,44413,796,0.009245,0.006014,0.004265,43.982434,Friday,Morning,Regular,"tech, tutorial, tools, apps, ai",Instant like!,127948.1,Mid,Fall,6/13/2025,2025-06,My Favorite Productivity Apps ðŸ”¥,31,1,17.3,0.752,Vivo,External,1,c22cba70d9b52dc913e95f8cf403cec1,45459,0.065773,0.001494,85.296,0.065772784,0.009244666,0.00601363
YouTube,Ru,Europe,ru,Automotive,#GRWM,Makeup basics you need,AmrChannel,licensed,Turbo whoosh,24,17,626985,20648,2950,1825,1338,0.042682,declining,Open Web Samples,fast captions,Android,14,Beauty,7,Short,89569.29,513,0.004705,0.002911,0.002134,40.171206,Tuesday,Afternoon,Regular,"skincare, makeup, beauty, grwm",Canâ€™t stop watching ðŸ˜‚,108840.2,Mid,Fall,6/10/2025,2025-06,Skincare Routine for Evening,28,0,10.1,0.594,iPhone,Home,0,1053cdfb9d030a47469687fac1409e67,26761,0.032932,0.000818,42.682,0.032932207,0.004705057,0.002910755
TikTok,Cn,Asia,zh,Comedy,#BookTok,Weekly Reset â€” Productivity,StudyWithAmr,trending,Whistle loop,24,25,614213,29164,3227,3200,1873,0.060995,seasonal,TikTok Creative Center,tutorial overlay,iOS,17,Education,20,Medium,30710.65,1388,0.005254,0.00521,0.003049,20.9964,Monday,Evening,Regular,"learn, tips, productivity, notes, study",So underrated!,99317.4,Mid,Winter,6/9/2025,2025-06,Exam Day Routine,16,0,15.3,0.612,Xiaomi,ForYou,0,e1bc7b15c8d4941f03660aebb0acfdb4,37464,0.047482,0.00226,60.995,0.0474819,0.005253878,0.005209919
TikTok,It,Europe,it,Gaming,#MorningRoutine,Weekly Reset â€” 2025,LucasVlogs,trending,Boss fight theme,24,33,696974,38652,3470,4079,2431,0.069776,rising,TikTok Creative Center,fast captions,iOS,20,Lifestyle,13,Medium,53613.38,897,0.004979,0.005852,0.003488,43.042316,Friday,Evening,Regular,"daily, routine, lifestyle, motivation",Canâ€™t stop watching ðŸ˜‚,86230.4,Mid,Spring,6/13/2025,2025-06,Weekly Reset â€” 2025 âœ¨,21,1,19.9,0.603,Vivo,External,1,cae1ec9ca0c7c60a2936855f3d53a663,48632,0.055457,0.001287,69.776,0.055456875,0.004978665,0.005852442
YouTube,Ar,South America,es,Fitness,#Fashion,GRWM: Beginners Edition,InsideMedia,original,HIIT drums,24,42,578871,29280,2699,2892,2581,0.064698,declining,TikTok Creative Center,hook in 2s,iOS,23,Fashion,15,Medium,38591.4,1321,0.004663,0.004996,0.004459,22.14826,Sunday,Night,BackToSchool,"grwm, ootd, fashion",No puedo parar de mirar ðŸ˜‚,90369.7,Mid,Fall,6/15/2025,2025-06,GRWM: Minimal Edition,21,0,17.3,0.412,Samsung,Home,1,97395365c2d67f7c3096582109d2bd96,37452,0.050581,0.002282,64.698,0.050581218,0.004662524,0.004995932
YouTube,Ru,Europe,ru,Pets,#Relatable,POV: College,StudyWithDiego,original,Purr loop,24,54,834311,23423,3360,2784,1556,0.037304,stable,TikTok Creative Center,greenscreen,Android,21,Comedy,49,Evergreen,17026.76,2680,0.004027,0.003337,0.001865,8.736665,Sunday,Evening,SummerBreak,"comedy, funny, sketch, relatable",Instant like!,96431.7,Mid,Summer,6/15/2025,2025-06,POV: Beginners,14,0,34.6,0.641,Samsung,Home,1,fabb41d359700f09ff7594c9f173a3b8,31123,0.028075,0.003212,37.304,0.028074663,0.004027275,0.003336885
YouTube,Us,North America,en,Sports,#Wanderlust,24 Hours in New York,AhmedVlogs,licensed,Adrenaline synth,24,60,502603,26121,3729,2219,1687,0.067162,seasonal,TikTok Creative Center,facecam,iOS,20,Travel,7,Short,71800.43,2776,0.007419,0.004415,0.003357,9.406194,Monday,Evening,Regular,"vlog, hidden gems, guide",This is fire ðŸ”¥,84206,Mid,Fall,6/9/2025,2025-06,Street Food Tour â€” Istanbul,27,0,28.5,0.475,Samsung,External,0,fc283873ed73288c9744613480bf2fa8,33756,0.051971,0.005523,67.162,0.051971437,0.007419375,0.004415015
TikTok,Nl,Europe,nl,Gaming,#FYP,Morning Routine â€” Summer,NextLabs,licensed,8bit loop,24,39,616793,24249,3160,2973,1599,0.05185,stable,TikTok Creative Center,hook in 2s,Android,14,Lifestyle,3,Short,205597.67,622,0.005123,0.00482,0.002592,38.922953,Monday,Afternoon,Regular,"motivation, routine, daily, lifestyle",Instant like!,104175.6,Mid,Spring,6/9/2025,2025-06,Morning Routine â€” Beginners,27,0,20.7,0.531,iPhone,ForYou,0,982adb7ac6ae606e84ee61187b4de509,31981,0.039315,0.001008,51.85,0.039314649,0.005123275,0.004820094
YouTube,Nl,Europe,nl,Science,#FYP,When your friend is Productivity,DanceWithHassan,trending,Cosmic pad,24,46,518898,12244,1696,1223,1434,0.031985,rising,Public Reports,text-to-speech,Android,22,Comedy,44,Evergreen,11793.14,1757,0.003268,0.002357,0.002764,6.964733,Saturday,Evening,SummerBreak,"funny, comedy, relatable, sketch",Instant like!,148726.3,Mid,Summer,6/14/2025,2025-06,When your friend is Budget,26,0,22.5,0.489,iPhone,Home,1,46209a8621dcd5dd6cb0448ded7003a6,16597,0.023596,0.003386,31.985,0.02359616,0.003268465,0.002356918
TikTok,Za,Africa,en,Pets,#Skincare,Makeup basics you need,EmilyYT,trending,Cute whistle,24,47,616854,30774,3045,2533,1913,0.062033,declining,TikTok Creative Center,meme template,iOS,14,Beauty,53,Evergreen,11638.75,1325,0.004936,0.004106,0.003101,23.208145,Saturday,Afternoon,SummerBreak,"beauty, makeup, skincare",Thanks for this!,92976.5,Mid,Summer,6/14/2025,2025-06,GRWM â€” Office Look âœ¨,20,1,37.2,0.791,iPhone,Search,1,c32806d8b69e0586e6d89c4dec6ef0c7,38265,0.049889,0.002148,62.033,0.049888628,0.004936338,0.00410632
TikTok,Eg,Africa,ar,Education,#Dance,Weekly Reset â€” Beginners,AliTV,licensed,Calm piano,24,12,958892,79939,11448,7907,5226,0.109001,declining,TikTok Creative Center,storytime,iOS,17,Dance,5,Short,191778.4,3179,0.011939,0.008246,0.00545,25.13805,Friday,Evening,SummerBreak,"dance, challenge, music",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,131154.2,Mid,Summer,6/13/2025,2025-06,Dance With Me â€” Office,22,0,9.6,0.8,Samsung,ForYou,1,075b8ed777f1454b0f40a1ff8e1ea74e,104520,0.083366,0.003315,109.001,0.08336601,0.011938779,0.008245976
